id,unidade,curso,ano,modalidade,chamada,nota_1,nota_2_1,nota_2_2,nota_final,nota_redacao,classificacao_carreira,classificacao_curso,redacao
,Poli,Engenharia Naval,2021,Escola Pública (EP),Primeira,61,52.0,52.0,574.0,33.0,156,31,
,Poli,Engenharia Civil,2021,Escola Pública (EP),Primeira,54,57.0,42.5,531.67,32.0,233,74,https://drive.google.com/open?id=1zXFhQW8_IQnNjkp7o0-czvIWPU3q5fFq
,Poli,Engenharia Mecânica,2021,Ampla Concorrência (AC),Primeira,82,68.5,71.67,770.93,36.5,131,67,https://drive.google.com/open?id=1zL7hDdFXfnRQ3Mrhjt0GPhx466UOVnwV
,IME,Matemática Aplicada e Computacional (Bach),2021,Ampla Concorrência (AC),Primeira,67,67.0,76.67,727.04,39.5,46,16,https://drive.google.com/open?id=1JIt5D6aMNnVEyLmmenB8uLCmOPKUOyam
,Poli,Engenharia Naval,2021,Ampla Concorrência (AC),Primeira,81,58.5,70.83,731.11,28.0,304,38,
,EESC,Engenharia Mecânica,2021,Ampla Concorrência (AC),Primeira,78,54.0,73.33,713.33,30.0,31,30,https://drive.google.com/open?id=1MHuUMMcxy25XtSglOLJtQk1pYj0M28q2
,FMVZ,Medicina Veterinária,2021,Ampla Concorrência (AC),Primeira,69,60.0,80.83,725.0,38.0,11,11,
,Poli,Engenharia de Computação,2021,Ampla Concorrência (AC),Primeira,78,63.5,100.0,833.89,35.0,23,18,
,ICMC,Ciências de Computação,2021,Escola Pública (EP),Primeira,69,57.5,40.83,583.33,33.0,39,29,
,Poli,Engenharia Ambiental,2021,Ampla Concorrência (AC),Primeira,74,71.5,61.67,717.96,43.5,378,51,
,ICMC,Ciências de Computação (São Carlos),2021,Ampla Concorrência (AC),Primeira,79,45.33,96.67,765.93,26.33,13,12,
,Poli,Engenharia Ambiental,2021,Ampla Concorrência (AC),Primeira,75,65.5,70.0,729.44,36.5,311,41,https://drive.google.com/open?id=1ck9PAr7gCjGGp1FryYw6lxtgALATirQY
,EESC,Engenharia Mecânica,2021,Ampla Concorrência (AC),Primeira,73,59.5,70.0,702.0,32.0,41,41,
,Poli,Engenharia de Computação,2021,Ampla Concorrência (AC),Primeira,77,62.5,87.5,785.19,33.5,87,56,https://drive.google.com/open?id=1xJF81utTJv9YqfEfJv4qJahOviZo4yTG
,IQSC,Química-Integral,2021,Ampla Concorrência (AC),Primeira,62,54.0,50.83,579.07,31.0,5,5,https://drive.google.com/open?id=1GmcetqIMAbV77qGKJAzwQ9qorICnryv1
,EESC,Engenharia de Produção,2021,Ampla Concorrência (AC),Primeira,74,61.5,75.0,729.07,40.0,23,19,
,EEL,Engenharia Química,2021,Ampla Concorrência (AC),Primeira,71,63.0,60.83,675.74,41.5,15,15,https://drive.google.com/open?id=1V0q5wbkiJvJdKPxCnKNuSsUHqnSUU-cA
,Poli,Engenharia de Produção,2021,Ampla Concorrência (AC),Primeira,86,64.0,77.0,787.0,32.0,83,24,
,Poli,Engenharia Ambiental,2021,Ampla Concorrência (AC),Primeira,76,71.0,70.0,751.48,41.5,198,25,https://drive.google.com/open?id=1A6HiA6Q9GHjC2mM2MvPhh84s25nbZUi6
,Poli,Engenharia de Produção,2021,Escola Pública (EP),Primeira,82,68.0,74.17,777.59,40.0,4,1,https://drive.google.com/open?id=1gu3ZadJPAqRsOpI_7aQRlV5HxJlkRKte
,IQSC,Química,2021,Ampla Concorrência (AC),Primeira,58,54.0,31.67,500.37,28.0,18,18,
,IQSC,Química,2021,Ampla Concorrência (AC),Primeira,75,70.5,79.17,776.67,38.0,1,1,
,EESC,Engenharia Mecânica,2021,Escola Pública (EP),Primeira,70,66.0,57.5,670.93,39.5,5,5,https://drive.google.com/open?id=1iT2vJJV6KboctqmD4UGnpekr94VnZuA3
,IQSC,Química,2021,Escola Pública (EP),Primeira,57,48.5,50.83,542.22,28.5,1,1,
,IME,Ciência da Computação,2021,Escola Pública (EP),Primeira,73,68.5,62.5,707.04,39.5,4,4,
,IFSC,Física Computacional,2021,"Pretos, Pardos e Indígenas (PPI)",Primeira,43,47.5,23.33,395.37,30.0,30,5,
,FORP,Odontologia,2021,"Pretos, Pardos e Indígenas (PPI)",Primeira,47,46.5,27.5,420.74,27.0,4,4,
,EESC,Engenharia de Computação,2021,Ampla Concorrência (AC),Primeira,83,58.0,62.0,706.0,32.0,28,28,
,FZEA,Medicina Veterinária,2021,Ampla Concorrência (AC),Primeira,66,64.0,62.0,665.0,38.0,5,5,
,IQSC,Química,2021,Ampla Concorrência (AC),Primeira,64,48.0,54.17,577.59,31.5,7,7,
,IFSC,Ciências físicas e biomoleculares,2021,Ampla Concorrência (AC),Primeira,61,59.5,56.67,613.15,36.5,4,4,
,IQ,Química Integral (Bach e Lic),2021,Escola Pública (EP),Primeira,63,69.5,54.17,645.56,42.5,2,2,
,IME,Matemática (Lic),2021,Ampla Concorrência (AC),Primeira,73,60.0,48.33,631.48,33.0,17,16,
,Poli,Engenharia Química,2021,Ampla Concorrência (AC),Primeira,76,71.0,70.83,754.26,38.0,180,49,
,IF,Física (Bach),2021,Ampla Concorrência (AC),Primeira,80,65.5,75.83,767.41,33.0,18,10,
,FEA,Economia Diurno,2021,Ampla Concorrência (AC),Primeira,73,73.17,69.17,744.81,40.67,21,17,
,EESC,Engenharia da Computação,2021,Ampla Concorrência (AC),Primeira,70,70.0,68.33,700.37,37.5,22,22,https://drive.google.com/open?id=1X2wZB0eVhKmBf1VdsTm64hvspvSFWJ2K
,IME,Matemática Aplicada e Computacional (Bach),2021,Escola Pública (EP),Primeira,60,45.0,40.38,508.33,25.0,48,25,
,Poli,Engenharia Mecatrônica,2021,Ampla Concorrência (AC),Primeira,84,76.5,100.0,899.44,46.5,2,1,https://drive.google.com/open?id=1nIqOc-WBkE0JqCYIUCqOmhIGyzvCQc4n
,IQSC,Química,2021,Escola Pública (EP),Primeira,56,54.0,39.0,517.0,35.0,3,3,
,Poli,Engenharia Elétrica,2021,"Pretos, Pardos e Indígenas (PPI)",Primeira,52,63.5,40.83,540.37,38.0,21,16,https://drive.google.com/open?id=1jiTHDBOmhDfxWAzLQf3dPfl6dEa4VzXR
,ESALQ,Engenharia Agronômica,2021,Ampla Concorrência (AC),Primeira,56,52.0,53.33,558.52,29.5,66,66,
,Poli,Engenharia de Produção,2021,"Pretos, Pardos e Indígenas (PPI)",Primeira,52,49.5,39.17,488.15,28.0,780,34,https://drive.google.com/open?id=1vZWFnRafdPJ5XUM-a9H9sPQ5BuJh97gZ
,ICMC,Sistemas de Informação,2021,Escola Pública (EP),Primeira,58,52.5,35.83,509.26,29.0,5,5,
,IF,Física (Bach),2021,Ampla Concorrência (AC),Primeira,75,60.5,74.17,726.67,36.5,47,28,https://drive.google.com/open?id=1VTGW5qSjLjfVVStz1adG4TJAOHzEklQA
,Poli,Engenharia de Produção,2021,Escola Pública (EP),Primeira,67,61.0,72.5,693.15,32.0,29,9,
,FMVZ,Medicina Veterinária,2021,Escola Pública (EP),Primeira,59,59.0,67.5,640.19,38.0,5,5,https://drive.google.com/open?id=1A4SXmmsH6N3AVSZkyyMKtmNFDUMPpbq2
,Poli,Engenharia Mecânica,2021,Ampla Concorrência (AC),Primeira,84,66.0,87.5,822.78,35.0,31,19,https://drive.google.com/open?id=1GGsApBEJzLmatUXk4dVj9DjAH01UN2f9
,EE,Enfermagem (Integral),2021,Ampla Concorrência (AC),Primeira,59,56.5,67.5,631.85,34.5,21,21,
,FFLCH,Ciências Sociais,2021,Ampla Concorrência (AC),Primeira,56,62.0,50.0,580.74,36.5,97,96,https://drive.google.com/open?id=1bgPU2Y6nxfdN-Yr5kPavLPWSk8KV8hiH
,Poli,Engenharia Mecânica,2021,Escola Pública (EP),Primeira,71,61.0,55.83,652.41,36.5,53,24,
,Poli,Engenharia de Minas,2021,Escola Pública (EP),Primeira,45,69.5,26.67,487.22,44.0,334,29,
,FCF,Farmácia Bioquímica,2021,Ampla Concorrência (AC),Primeira,71,58.33,75.83,710.19,36.33,22,22,
,EE,Enfermagem,2021,Escola Pública (EP),Primeira,42,54.0,55.0,518.89,28.0,19,19,
,FCF,Farmácia Bioquímica,2021,"Pretos, Pardos e Indígenas (PPI)",Primeira,49,60.0,47.0,539.0,36.0,3,3,
,ICMC,Bacharelado em Ciências de Computação,2021,Ampla Concorrência (AC),Primeira,78,64.0,66.67,724.44,41.0,39,34,
,Poli,Engenharia Mecânica,2021,Ampla Concorrência (AC),Primeira,80,73.5,70.0,774.63,45.0,120,64,https://drive.google.com/open?id=1ohRuRCAYhzNDovE6L8IYleGyG7z5C0Bd
,ICMC,Bacharelado em Ciências da Computação - Integral,2021,Ampla Concorrência (AC),Primeira,73,57.0,75.83,713.15,28.0,55,48,
,Poli,Engenharia Mecânica,2021,"Pretos, Pardos e Indígenas (PPI)",Primeira,52,60.0,30.0,489.0,31.0,45,23,
,Poli,Engenharia Mecânica,2021,Ampla Concorrência (AC),Primeira,77,64.0,75.0,750.0,37.0,200,104,
,Poli,Engenharia Mecânica,2021,Ampla Concorrência (AC),Primeira,81,61.0,73.33,747.78,29.5,218,111,https://drive.google.com/open?id=1ZzcncTelecwC7jVddEcRVrN0pkYe2ryG
,IF,Física (Bach),2021,Ampla Concorrência (AC),Primeira,78,67.0,80.83,781.67,41.5,11,6,
,EEUSP,Enfermagem,2021,Escola Pública (EP),Primeira,58,45.5,65.0,583.15,25.0,4,4,
,Poli,Engenharia Mecatrônica,2021,Escola Pública (EP),Primeira,70,57.5,52.5,625.93,34.5,86,49,https://drive.google.com/open?id=1HseuNnxOUuCc5K1mQIk-kp6r9_DSlmPx
,IFSC,Bacharelado em Ciências Físicas e Biomoleculares,2021,Escola Pública (EP),Primeira,41,52.0,35.0,441.85,34.5,5,5,
,Poli,Engenharia Elétrica,2021,Ampla Concorrência (AC),Primeira,80,74.5,67.5,769.63,42.5,134,89,
,EE,Emfermagem- integral,2021,"Pretos, Pardos e Indígenas (PPI)",Primeira,50,48.5,47.5,512.59,29.5,5,5,https://drive.google.com/open?id=1HHoI1FFiayLIgHhGX5ZZYc_1ZLEWgnVP
,Poli,Engenharia Civil,2021,Escola Pública (EP),Primeira,65,55.5,61.67,631.3,36.5,78,23,
,IME,Matemática Aplicada e Computacional (Bach),2021,Escola Pública (EP),Primeira,49,60.5,35.0,499.81,43.0,56,29,https://drive.google.com/open?id=1c1fIqYHoiWJDax97svVexrULdpqm9VuH
,EE,Enfermagem integral,2021,Ampla Concorrência (AC),Primeira,54,62.5,72.5,650.0,39.5,12,12,
,EACH,Têxtil e Moda,2021,Ampla Concorrência (AC),Primeira,50,58.0,41.0,517.0,33.0,12,12,
,EESC,Engenharia Elétrica (eletrônica),2021,Ampla Concorrência (AC),Primeira,73,57.0,63.33,671.48,31.0,55,55,
,EACH,Têxtil e Moda,2021,Escola Pública (EP),Primeira,47,55.0,35.0,474.07,34.5,5,5,
,EACH,Sistemas de Informação,2021,Ampla Concorrência (AC),Primeira,77,60.5,48.33,647.96,32.5,138,67,
,EACH,Têxtil e Moda,2021,Ampla Concorrência (AC),Primeira,53,61.0,30.0,499.63,39.5,16,16,
,EACH,Têxtil e Moda,2021,Escola Pública (EP),Primeira,54,66.0,29.17,517.22,43.0,3,3,https://drive.google.com/open?id=1YngKd9nn1SXZ_igEdOQa6qnwVLTcSFnh
,EACH,Sistemas de Informação,2021,Escola Pública (EP),Primeira,56,63.5,30.0,519.07,36.5,82,44,
,Poli,Engenharia Elétrica,2021,Ampla Concorrência (AC),Primeira,76,78.5,68.33,770.93,48.5,130,86,https://drive.google.com/open?id=1fUdIYuiaWSkOQtpMDHliCUdUlBPHUgrq
,EACH,Sistemas de Informação,2019,"Pretos, Pardos e Indígenas (PPI)",Após a terceira,53,68.5,15.0,474.63,41.0,75,53,
,EACH,Sistemas de Informação,2021,Ampla Concorrência (AC),Primeira,75,70.5,61.67,718.33,41.0,48,31,https://drive.google.com/open?id=1lYT6EovNadn1A9YroXTJHgfWpCT-FK7v
,EACH,Sistemas de Informação,2021,Escola Pública (EP),Primeira,58,51.0,58.33,579.26,31.5,42,21,https://drive.google.com/open?id=1X7GQ9Fh9OkOqETAH8egIM8PU8Yo13SE4
,Poli,Engenharia Civil,2021,Ampla Concorrência (AC),Primeira,75,75.0,80.83,797.22,39.5,64,17,
,EESC,Engenharia Mecânica,2021,Ampla Concorrência (AC),Primeira,75,63.0,66.67,710.0,31.5,35,34,https://drive.google.com/open?id=1-IDyboiUHsJiEBQoApLxTLh5Vw6ru0KO
,FFLCH,Letras (Básico),2021,"Pretos, Pardos e Indígenas (PPI)",Primeira,50,48.0,30.0,449.0,22.0,22,22,
,FEA,Administração Diurno,2021,Ampla Concorrência (AC),Primeira,74,65.5,75.0,742.41,36.5,24,18,
,FEARP,Economia,2021,Ampla Concorrência (AC),Primeira,57,68.0,58.0,633.0,41.0,21,17,
,Poli,Engenharia Ambiental,2021,"Pretos, Pardos e Indígenas (PPI)",Primeira,37,57.0,15.83,363.15,31.5,21,21,
,FFLCH,Letras (Básico),2021,Ampla Concorrência (AC),Primeira,51,56.0,44.17,522.78,33.0,328,323,
,FM,Enfermagem,2021,Ampla Concorrência (AC),Primeira,61,65.0,61.0,645.0,41.0,13,13,https://drive.google.com/open?id=1RdceztrUp-LT_zjmc-K-o2uszUmDM3lR
,EACH,Têxtil e Moda,2021,Escola Pública (EP),Primeira,61,51.0,41.67,534.81,30.0,2,2,
,EACH,Marketing,2021,Ampla Concorrência (AC),Primeira,62,53.0,60.0,607.0,31.0,8,8,
,Poli,Engenharia de Produção,2021,Ampla Concorrência (AC),Primeira,83,72.5,84.17,829.63,41.5,25,7,
,IRI,Relações Internacionais,2021,Escola Pública (EP),Primeira,58,67.0,61.67,643.7,38.0,9,9,
,IF,Física (Bach),2021,Ampla Concorrência (AC),Primeira,78,62.0,81.0,770.0,36.0,15,8,https://drive.google.com/open?id=17NPYI24GBmHwb6dm6WKVEk_XiMpTsY8k
,IP,Psicologia,2021,Ampla Concorrência (AC),Primeira,74,71.5,75.0,762.41,33.0,10,10,https://drive.google.com/open?id=1ZvU1Ak829BtrLbqOUuL_bOubX8ZEs7Gs
,EACH,Têxtil e Moda,2021,Escola Pública (EP),Primeira,55,59.0,22.5,475.37,37.0,4,4,
,EACH,Sistemas de Informação,2021,Ampla Concorrência (AC),Primeira,75,53.5,65.83,675.56,27.5,99,65,
,EEF,Enfermagem,2021,Ampla Concorrência (AC),Primeira,66,50.5,68.33,640.56,29.5,15,15,
,Poli,Engenharia de Materiais ou Metalúrgica,2021,Ampla Concorrência (AC),Primeira,76,61.5,71.67,725.37,35.0,334,89,https://drive.google.com/open?id=10eVBcBsDAkmK0DpP6nnh7_-bhqQgcnde
,IME,Estatística (Bach),2021,Ampla Concorrência (AC),Primeira,69,63.0,56.67,654.44,36.5,132,32,
,EACH,Têxtil e Moda,2021,Ampla Concorrência (AC),Primeira,56,55.0,50.83,560.19,34.5,3,3,
,EE,Integral,2021,"Pretos, Pardos e Indígenas (PPI)",Primeira,51,41.0,56.67,514.44,26.5,4,4,https://drive.google.com/open?id=1zJE2EThFlh8hL1vEuZ99Yt5pgGnlJyqP
,Poli,Engenharia de Produção,2021,Ampla Concorrência (AC),Primeira,82,72.5,72.5,787.04,38.0,84,25,
,Poli,Engenharia de Produção,2021,Ampla Concorrência (AC),Primeira,78,60.0,81.67,761.11,34.5,161,49,
,Poli,Engenharia de Produção,2021,Ampla Concorrência (AC),Primeira,85,63.5,95.83,845.93,33.5,14,4,https://drive.google.com/open?id=1rmUtQE8IFGIpfLz4H8PJmSN9BpoG31NF
,EACH,Gestão Ambiental,2021,Ampla Concorrência (AC),Primeira,41,55.83,27.5,429.63,35.33,28,28,
,EACH,Gestão Ambiental,2021,Ampla Concorrência (AC),Primeira,46,56.0,21.67,429.26,33.0,29,29,
,EACH,Gestão de Políticas Públicas,2021,Ampla Concorrência (AC),Primeira,50,61.5,32.5,498.52,38.0,34,33,
,EACH,Gestão Ambiental,2021,Escola Pública (EP),Primeira,49,59.0,35.83,497.59,35.0,2,2,https://drive.google.com/open?id=1pI5p8ZXQeYoHmdfg88OYODyp9VNiN2qv
,EACH,Gestão Ambiental,2021,Escola Pública (EP),Primeira,42,43.0,30.0,398.89,22.5,17,17,
,Poli,Engenharia Civil,2021,Ampla Concorrência (AC),Primeira,70,61.0,75.0,712.59,38.5,413,121,
,EACH,Marketing,2021,Escola Pública (EP),Primeira,61,42.5,39.17,498.15,30.0,13,13,
,IAG,Astronomia (Diurno),2021,Ampla Concorrência (AC),Primeira,70,67.0,60.0,682.75,35.0,90,27,
,Poli,Engenharia de Produção,2021,Escola Pública (EP),Primeira,69,73.0,46.67,654.44,44.5,52,52,https://drive.google.com/open?id=1Sh2fjJOldXEZhJjl3z3WcWG-ObLO8aK8
,Poli,Engenharia de Produção,2021,Escola Pública (EP),Primeira,54,62.5,56.67,597.22,40.0,123,38,https://drive.google.com/open?id=1IILq7vULrJwpd8ShZuSTNmkm0NiczbRB
,Poli,Engenharia Naval,2021,Escola Pública (EP),Primeira,56,59.0,35.83,523.52,35.0,245,45,https://drive.google.com/open?id=1pXMGFx4sCQhYIt78NS7TG1xfvwPUwCLK
,Poli,Engenharia Química,2021,Ampla Concorrência (AC),Primeira,77,71.5,84.17,804.07,42.0,55,11,https://drive.google.com/open?id=1QcT5tMCzv4lMVfspV1YVAba4nBWeDswr
,EACH,Obstetrícia,2021,Ampla Concorrência (AC),Primeira,66,75.5,55.0,679.44,38.0,2,2,
,Poli,Engenharia Mecatrônica,2021,Escola Pública (EP),Primeira,66,75.5,46.67,651.67,47.0,54,26,https://drive.google.com/open?id=1bCklaH4-rr15yfV4azp9OrXBAp8or7y2
,Poli,Engenharia de Materiais ou Metalúrgica,2021,Ampla Concorrência (AC),Primeira,83,55.0,73.33,735.19,28.5,285,77,
,Poli,Engenharia Química,2021,Ampla Concorrência (AC),Primeira,84,86.5,90.0,899.44,43.0,1,1,https://drive.google.com/open?id=14o2BxY1vr26n1Mr_j9k8dtJhRIqH4yWf
,EACH,Marketing,2021,Escola Pública (EP),Primeira,51,54.0,36.67,491.11,31.5,15,15,
,EACH,Têxtil e Moda,2021,Ampla Concorrência (AC),Primeira,62,55.5,41.67,553.52,30.0,5,5,
,ICMC,Ciências da Computação,2021,Escola Pública (EP),Primeira,67,53.5,60.83,629.26,30.5,23,15,
,Poli,Engenharia de Produção,2021,Escola Pública (EP),Primeira,68,60.5,50.83,622.96,39.5,90,29,https://drive.google.com/open?id=1m-AQ2yuZg9XB3hYpZK1lXVhrFX6TMQFg
,EACH,Gestão Ambiental,2021,Escola Pública (EP),Primeira,49,49.0,50.0,515.0,29.0,1,1,https://drive.google.com/open?id=1mZTdFyGyxT5p88yZHkfJKYS4ySGRs7v1
,Poli,Engenharia Mecatrônica,2021,Ampla Concorrência (AC),Primeira,84,68.5,88.33,833.89,43.0,22,16,
,Poli,Engenharia de Materiais ou Metalúrgica,2021,Ampla Concorrência (AC),Primeira,79,57.5,77.5,742.59,33.5,243,65,
,Poli,Engenharia de Produção,2021,Ampla Concorrência (AC),Primeira,76,66.5,75.83,755.93,39.5,174,56,https://drive.google.com/open?id=1olX-ThqFdXebwEolkDwiZSoJvGsu480a
,IF,Física (Bach),2021,"Pretos, Pardos e Indígenas (PPI)",Primeira,55,59.17,26.67,489.91,29.67,12,7,https://drive.google.com/open?id=1TbLvY6Sl8fJaCWvI4v_5QQ8NLcu6_ORu
,IME,Ciência da Computação,2021,Escola Pública (EP),Primeira,64,62.5,60.0,645.37,39.5,19,19,https://drive.google.com/open?id=1Z-cCQSbrXvCDaqxw9kx_ftWk5YiUBTEo
,Poli,Engenharia Civil,2021,Ampla Concorrência (AC),Primeira,77,65.5,67.5,728.52,41.5,314,93,
,Poli,Engenharia Elétrica,2021,"Pretos, Pardos e Indígenas (PPI)",Primeira,64,47.0,33.33,504.81,33.0,35,26,https://drive.google.com/open?id=1StEv2bkMxekKMYLpomyHvsNT_t5cDLlw
,Poli,Engenharia de Materiais ou Metalúrgica,2021,Ampla Concorrência (AC),Primeira,78,72.5,60.83,733.33,44.5,291,80,https://drive.google.com/open?id=1_CR-62uZLV7WTeKjE0Rl1KTr3WpuztGg
,EACH,Marketing,2021,Ampla Concorrência (AC),Primeira,66,56.0,55.0,616.0,31.0,6,6,
,Poli,Engenharia Mecatrônica,2021,Escola Pública (EP),Primeira,69,61.0,64.17,672.78,36.0,41,22,
,Poli,Engenharia de Produção,2021,Escola Pública (EP),Primeira,70,58.0,48.33,613.7,31.5,102,34,https://drive.google.com/open?id=1Da6FfmPeGQSla_jGQVkSV4PMmVnJZ-p2
,Poli,Engenharia de Produção,2021,Escola Pública (EP),Primeira,73,57.5,59.17,659.26,31.5,48,17,
,FAU,Arquitetura e Urbanismo,2021,Escola Pública (EP),Primeira,69,58.5,68.33,678.33,33.0,3,3,
,FAU,Arquitetura e Urbanismo,2021,Ampla Concorrência (AC),Primeira,72,70.0,70.0,733.0,38.0,28,28,https://drive.google.com/open?id=1FAo8qxBBv8uNO0RQIstM4E34VnNhiYsL
,ECA,Audiovisual,2021,Ampla Concorrência (AC),Primeira,68,74.5,63.33,711.3,45.0,11,11,
,FAU,Arquitetura e Urbanismo,2021,Escola Pública (EP),Primeira,64,69.0,45.0,617.04,41.5,16,16,https://drive.google.com/open?id=1RdOVyojS9T8I-w0wgG5uWdYEqSRi-gpz
,FAU,Arquitetura e Urbanismo,2021,Ampla Concorrência (AC),Primeira,87,70.0,73.33,800.0,43.0,7,7,https://drive.google.com/open?id=1YHQRUdvtzVZG2x5AOenbkmafeunQ0uxY
,FAU,Arquitetura e Urbanismo,2021,Ampla Concorrência (AC),Primeira,76,75.5,86.67,822.04,46.5,3,3,https://drive.google.com/open?id=1LREBzMzx4wiYjSGczQmubKxRv91LpCxK
,ECA,Com. Social: Publicidade e Propaganda,2021,"Pretos, Pardos e Indígenas (PPI)",Primeira,52,59.0,32.5,497.59,34.5,5,5,https://drive.google.com/open?id=1lMq8hoH3ZYAj7uH2lTUYJ574ju0dqH2A
,Poli,Engenharia Elétrica,2021,Escola Pública (EP),Primeira,70,53.5,78.33,698.7,28.5,27,20,
,ECA,Audiovisual,2021,Ampla Concorrência (AC),Primeira,86,61.5,59.17,720.74,33.0,8,8,
,ECA,Audiovisual,2021,Ampla Concorrência (AC),Primeira,83,66.0,62.5,735.74,36.5,3,3,
,EACH,Gestão Ambiental,2021,Escola Pública (EP),Primeira,50,51.5,35.0,473.52,28.5,5,5,
,IFSC,Física,2021,Ampla Concorrência (AC),Primeira,75,72.5,83.33,797.22,41.0,10,5,https://drive.google.com/open?id=1CoAXPDmBIMdhq8dq9sax2JM4Z32dO_VY
,ECA,Audiovisual,2021,Escola Pública (EP),Primeira,71,75.5,53.33,692.41,45.0,2,2,https://drive.google.com/open?id=1ui7rbxZJw_9RzEO906GaJpkP8D7V7LgT
,FAU,Arquitetura e Urbanismo,2021,Ampla Concorrência (AC),Primeira,81,68.5,71.67,767.22,39.5,12,12,https://drive.google.com/open?id=1Xro9d8iYhZVijYWvylkeH2llj-5wBQk_
,Poli,Engenharia Química,2021,Ampla Concorrência (AC),Primeira,79,69.0,78.33,783.7,38.5,89,22,
,EACH,Gestão Ambiental,2021,Escola Pública (EP),Primeira,35,54.5,28.33,405.74,36.5,12,11,https://drive.google.com/open?id=18aouCGjaYBLmPCtk1w6LjtqXB8lPh4qH
,ESALQ,Ciências Biológicas,2021,Escola Pública (EP),Primeira,53,56.0,33.33,494.07,31.5,7,7,
,FD,Direito Noturno,2021,Ampla Concorrência (AC),Primeira,68,61.0,75.83,707.96,41.5,166,163,
,ECA,Audiovisual,2021,Ampla Concorrência (AC),Primeira,72,83.0,69.17,773.89,46.5,1,1,https://drive.google.com/open?id=18baxmTfTOz8FAJHkThAr7P0AGF8VUYsE
,ECA,Audiovisual,2021,Ampla Concorrência (AC),Primeira,74,74.0,60.0,720.74,41.5,6,6,https://drive.google.com/open?id=1o2V0tfblamQOEZe6jIMCRZFbX-jIsjGu
,FAU,Arquitetura e Urbanismo,2021,Ampla Concorrência (AC),Primeira,80,70.0,83.33,807.41,37.0,6,6,
,Poli,Engenharia de Materiais ou Metalúrgica,2021,Escola Pública (EP),Primeira,54,37.5,59.17,522.22,19.5,251,65,
,ESALQ,Ciências Econômicas,2021,Escola Pública (EP),Primeira,54,61.0,51.67,575.56,37.0,4,4,https://drive.google.com/open?id=1Gc0tu9s-AeB2Vkm9ZRt-kHKpO2vVPMCZ
,EESC,Engenharia de Computacão,2021,Escola Pública (EP),Primeira,71,57.5,65.0,671.3,31.0,7,7,
,Poli,Engenharia Civil,2021,Escola Pública (EP),Primeira,65,58.0,54.17,614.63,35.0,101,29,https://drive.google.com/open?id=1BckZQ1aQX1YySiBY-IBHz9e8CRdySCGn
,FCF,Farmácia Bioquímica,2021,Escola Pública (EP),Primeira,60,61.0,47.5,583.89,33.5,15,15,
,FAU,Arquitetura e Urbanismo,2021,Ampla Concorrência (AC),Primeira,68,69.5,67.5,708.52,39.5,43,43,
,ECA,Audiovisual,2021,Ampla Concorrência (AC),Primeira,70,69.5,79.17,754.81,35.0,2,2,
,FFLCH,Letras (Básico),2021,Escola Pública (EP),Primeira,45,56.0,30.0,453.0,35.0,116,116,
,EESC,Engenharia de Produção,2021,Ampla Concorrência (AC),Primeira,77,68.5,66.67,735.74,40.0,18,14,https://drive.google.com/open?id=1YoBSp_e27ZFgiwTyiyS6G19bLOQiwxm9
,ESALQ,Administração,2021,Ampla Concorrência (AC),Primeira,57,54.0,44.17,538.33,30.0,8,8,
,ECA,Com. Social: Publicidade e Propaganda,2021,Ampla Concorrência (AC),Primeira,56,65.5,57.5,617.41,42.0,18,18,
,EACH,Sistemas de Informação,2021,Escola Pública (EP),Primeira,57,61.5,35.0,532.78,41.0,65,31,https://drive.google.com/open?id=1aCiv61AXyOge3ELF9O3MavEKfrOjg7qt
,ICMC,Sistemas de informação(Noturno),2021,Escola Pública (EP),Primeira,57,46.0,29.17,461.67,24.5,8,8,
,Poli,Engenharia Elétrica,2021,Ampla Concorrência (AC),Primeira,74,58.0,86.67,756.3,36.5,173,117,
,Poli,Engenharia de Computação,2021,Ampla Concorrência (AC),Primeira,79,63.5,92.5,812.59,40.0,40,28,
,ICMC,Ciências da computação (integral),2021,"Pretos, Pardos e Indígenas (PPI)",Primeira,56,43.0,32.5,459.07,26.0,21,16,https://drive.google.com/open?id=1HWOWO99hZM4ulIcIHoFKTLdiJ2UyvWCb
,FAU,Arquitetura e Urbanismo,2021,"Pretos, Pardos e Indígenas (PPI)",Primeira,46,55.0,44.0,499.0,32.0,14,14,https://drive.google.com/open?id=1Pnv1mtSRK236TXCSYuro0W5gAtc7SS6g
,EACH,Gestão Ambiental,2021,Ampla Concorrência (AC),Primeira,34,44.5,41.67,413.15,28.5,33,33,
,EACH,Licenciatura em Ciencias da Natureza,2021,Escola Pública (EP),Primeira,42,35.0,24.17,352.78,24.5,6,6,
,EE,Enfermagem (Integral),2021,Escola Pública (EP),Primeira,52,57.0,60.0,583.0,32.0,5,5,
,Poli,Engenharia Ambiental (Primeira Chamada) e Engenharia de Computação (Segunda Chamada),2021,Ampla Concorrência (AC),Segunda,81,64.0,76.67,768.89,31.5,135,84,https://drive.google.com/open?id=13WauBuqAxtj8rTelbRIfjFhGiTbgnOLx
,Poli,Engenharia Civil,2021,Ampla Concorrência (AC),Primeira,80,67.0,59.17,716.85,41.5,388,116,https://drive.google.com/open?id=14M33rpWfhKeRpkD1zDGrNYrWc7zWmBJI
,FEA,Administração Diurno,2021,Escola Pública (EP),Primeira,52,73.0,50.0,602.59,44.5,32,18,https://drive.google.com/open?id=1--KiypPqdo-7gD3uCa93H8GYreAhA8sa
